row ID,Usage,cleaned_message,date,post_id,channel_name,msg_id
2182,Private,"Новые и модернизированные корабли ВМФ РФ получат новейший морской зенитный ракетно-пушечный комплекс «Панцирь-МЕ». Что известно об этой системе ПВО: разбор RT ▫️«Панцирь-МЕ» — морская версия наземного ЗРПК «Панцирь-С». ▫️Комплекс, разработанный АО «Конструкторское бюро приборостроения», призван защищать корабли от широкого спектра современных воздушных угроз. Чем он примечателен ▫️«Панцирь» вооружён двумя артиллерийскими автоматическими пушками калибра 30 мм и оснащён восемью пусковыми для зенитных управляемых ракет. ▫️Пушки скорострельностью до 10 тыс. выстрелов в минуту предназначены для уничтожения низколетящих целей в ближней зоне, например БПЛА противника. ▫️Ракеты «Панциря» могут одинаково эффективно поражать цели, летящие на высоте от 2 до 15 тыс. м, в том числе летящие низко над поверхностью воды противокорабельные ракеты. ▫️Комплекс оснащён современными радиолокационными и оптическими средствами обнаружения и ведения целей. Благодаря комбинации двух типов РЛС и двух видов зенитного оружия «Панцирь» может одновременно противостоять атакам нескольких средств нападения. Подробнее о комплексе ПВО — в нашей инфографике. ""RT на русском""",2024-02-02 05:15:56+00:00,swodki/345607,swodki,345607
2183,Private,⚠️📢 Зафиксирован обстрел со стороны ВФУ по направлению: ▶️17:15 - н.п. Архангельское - Ясиноватский район: выпущено 4 снаряда калибром 155 мм. @DNR_SCKK,2023-12-30 14:22:43+00:00,DonbassYasinovatayanaliniiOgnia/47418,DonbassYasinovatayanaliniiOgnia,47418
2184,Private,"❗️Чубатый из г. Харьков рассказывает, как на его глазах местные ТЦКашники погрузили его родственника в микроавтобус. Уже через два дня он будет отправлен в зону боевых действий😂 #ВСУ #ЗСУ #ТЦК #Харьков #Мобилизация #Могилизация #Украина",2023-11-10 09:41:42+00:00,Ukr_G_M/28463,Ukr_G_M,28463
2185,Private,"🔴ДНР, ЛНР, Приазовье Мелитополь, Бердянск, Мариуполь. Вражеская авиация в вашем направлении Внимание!!! 📱СВОДКИ-ПОДПИСАТЬСЯ",2024-02-25 17:42:08+00:00,frontbird/6815,frontbird,6815
2186,Private,"В бою уже применялся ударный гиперзвуковой комплекс морского базирования ""Циркон"", эта система уже в строю — Путин @belarusian_silovik",2024-02-29 09:26:59+00:00,belarusian_silovik/30829,belarusian_silovik,30829
2187,Private,"🚀 В России прошла успешные испытания новая авиабомба «Дрель» Планирующая бомба предназначена для уничтожения танков, радиолокационных станций и зениток. По заверениям конструкторов, ее почти невозможно распознать на радарах. В «Ростехе» заверили, что серийное производство боеприпаса стартует уже в этом году.",2024-01-10 02:36:09+00:00,OstashkoNews/114184,OstashkoNews,114184
2188,Private,🧨🧨🧨Отличное видео! Отличная музыка. Фрагменты нашей работы! https://t.me/PVolonter_ZOV #командакатулина #аптечка #перваяпомощь #лбс #тактическаямедицина #катулин #уцтм,2024-01-30 10:38:40+00:00,uctm_official/2783,uctm_official,2783
2189,Private,"📱⏺⏺⏺ Такая же история была с ружьями и у нас. Я так понимаю, это система. Убогая, приносящая ложную уверенность в безопасности и эффективности противодействия. Может и нужно уже что-то типо ОТК в отношении приборов поставляемых для нужд СВО, но только не такое, где будут брать откаты...",2023-07-27 08:27:01+00:00,vperedtolko/58,vperedtolko,58
2190,Private,"🟥 О контрбатарейной борьбе Кирилл Фёдоров публикует кадры работы российских артиллеристов, результатом которой стало уничтожение полевого склада БК ВСУ. ИЗНАНКА ★ Наш Чат ★ Прислать новость",2024-02-28 10:55:10+00:00,The_Wrong_Side/14781,The_Wrong_Side,14781
2191,Private,"Друзья , я знаю что нас читают многие инженера в том числе и старший офицерский состав . Большая просьба если если кто узнает на фото свой припас ... больше не делайте так пожалуйста. Если не знаете что и как делать свяжитесь с более опытными товарищами, на крайняк напишите нам в бот и после подтверждения личности мы может быть поможем , но не высирайте блять пожалуйста такую хуйню P.s. по замыслу автора это ""термобарический заряд"" только накой хуй там гпэ история умалчивает, а про црз лучше умолчу",2024-03-08 07:35:00+00:00,inzheneryChMFlot/22214,inzheneryChMFlot,22214
2192,Private,"Новая дополненная версия Методички по организации противодронной обороны в подразделениях. Обобщен опыт ТГ Суррикаты, добавлены новые средства обнаружения, а так же рассмотрено полезное ПО облегчающее работу с анализаторами спектра. Огромное спасибо всем оказавшим помощь @labppsh @Mestb_Dobroj_Voli @DroneAlert VORON FPV🇷🇺 БАZA FPV🏴‍☠ ЧАТ FPV🔞",2023-06-30 11:52:09+00:00,kopter_syk/141,kopter_syk,141
2193,Private,Уничтожение бпла «Лелека» противника с ПЗРК «Верба» гвардейцем зенитчиком нашего соединения с позывным «Бизон»,2024-02-16 06:19:01+00:00,moloth_war/47132,moloth_war,47132
2194,Private,"Главная проблема ВСУ даже не количество, а качество личного состава Сегодня Зек и его шайка, боясь разгрома на фронте, включают в стране режим тотальной мобилизации. Они пытаются изо всех сил набрать новую армию взамен той, которую они «потеряли» в кампаниях 2022-23 годов. Причем, сейчас у ВСУ действительно большая проблема с личным составом. Его тупо не хватает. И не хватает по двум причинам — убыль в боях и быстро теряющееся качество тех, кого ТЦК ловят на улицах страны и ставит в строй. Для примера привожу видео двухмесячной давности. Извините много мата, но там без мата у ВСУшника явно не получается на эту тему говорить))). То есть, мобилизация дело уже не особо для режима и поправит. Потому, что противнику некогда обучать наловленное мясо, его срочно надо бросать в бой и это приводит лишь к еще большему уровню потерь. Но самое важное, что пополнение не успевает обрасти опытом боев и новых обученных контингентов у ВСУ не образуется. Скорее стирается уже то, что было наработано ранее. А у русской армии происходит все с точностью до наоборот. Она постепенно обрастает обстрелянным контингентом, который, пусть и через проблемы учится воевать и далее это приводит к увеличению не только численного, но и качественного отрыва от ВСУ. И это в условиях все более нарастающего напряжения на фронте, и при резко улучшившимся техническим оснащением российской армии и одновременным ухудшением этого параметра у ВСУ приводит к тому же самому эффекту, который был у армии Гитлера после Курской битвы. Когда даже увеличение численности её войск, уже ничего не решало, а приводило лишь ко все более и более возрастающим потерям на фронте (при уменьшении потерь РККА).",2024-01-09 05:49:08+00:00,SHAMANVOSTOKA/66682,SHAMANVOSTOKA,66682
2195,Private,Поражение танка ВСУ артиллерией 20-й армии ВС РФ. Источник: https://t.me/razved_dozor,2023-12-07 22:34:34+00:00,divannyi_special/11468,divannyi_special,11468
2196,Private,"👀""Наши глаза"" всё видят: Ан-26 сегодня снова проводит облет Севастополя Это самолёт-летающая лаборатория для проверки работы аэродромного радиотехнического оборудования (РТО). Информация оперативно передана ВСУ. Вчера этот самолет с утра наматывал круги над Бельбеком, а вечером - между Симферополем и Бахчисараем. 🎥наш подписчик Прислать информацию, фото, видео (анонимно): ➡️@crimeanwind_news_bot",2024-03-12 09:04:05+00:00,Crimeanwind/55446,Crimeanwind,55446
2197,Private,"#слухи Наш источник сообщает, что россияне на линии боевого соприкосновения и в ближайшем тылу (70-100 км), начали бить по линиям снабжения ВСУ. А именно по «железке». Сейчас очень часто наносят удары по железнодорожным узлам и вокзалам. Ремонтники не успевают чинить «поломки», так как многих комплектующих нет в наличии. Если количество ударов увеличится, то железка «встанет», так как ремонтники не успеют чинить всё сразу. Остановка «железки» на ЛБС и ближнем тылу, угрожает тем, что замедлится снабжение и обеспечение военной группировки. Отсюда риски обрушения линий обороны. Наблюдаем…",2024-02-29 07:19:00+00:00,legitimniy/17348,legitimniy,17348
2198,Private,"🇹🇷 Официальное видео первого полёта TAI KAAN Опубликовано официальное видео первого полета национального турецкого истребителя KAAN, который состоялся сегодня утром. По распространенной Turkish Aerospace Industries информации прототип истребителя поднял в воздух летчик-испытатель Барбароса Демирбас. Полет продолжался 13 минут. За это время KAAN достиг высоты 8000 футов (~ 2400 метров) и скорости 230 узлов (~ 425 км/ч). Видео ©️ TAI @AviaNews",2024-02-21 09:50:06+00:00,AviaCT/24880,AviaCT,24880
2199,Private,"В вопросе борьбы с FPV-дронами и БПЛА с системой сброса гранат продолжают появляться новые средства противодействия. Среди них комплекс радиоэлектронной борьбы ""Сания"". Первое, что бросается в глаза, это его размер, особенно по сравнению с ""Волнорезом"". Среди заявленных характеристик обнаружение дрона на дальности 1,5 км и противодействие на дальности 1 км. Мощность комплекса - 1100 ватт. Устанавливается прямо на противодроновую решетку над башней, среди подопытных танки Т-80БВМ 9-ой мотострелковой бригады 1-го Армейского корпуса.",2024-01-15 08:49:42+00:00,ChDambiev/27528,ChDambiev,27528
2200,Private,"#Харьков #Сумы На стык Харьковской и Сумской областей, на Грайворонское направление командование ВСУ перебросило личный состав подразделения СпН «Артан» ГУР МО киевского режима. Отряду придали броню, артиллерию и пехоту. 5 танков, САУ, РСЗО, более 10 единиц БМП и пикапы с крупнокалиберными пулеметами. На видео прекрасно заметно, что враги пытались маскироваться в зимних лесополках. Но выходило не очень. В результате разведчики нашей группировки прикрытия государственной границы своевременно обнаружили силы неприятеля. Офицеры группы огневого поражения выждали момент начала формирования боевого порядка и размотали противника. - 5! танков, 3 САУ, 1 РСЗО, несколько пикапов и БМП, 70 «двухсотых» или тяжелых «трехсотых». Работали и наши «иксоводы», кстати последний кадр в видео иллюстрирует плотность «ланцетов» в воздухе. Работали летчики. ФАБы с УМПК отлично попадали, в деле были и ракетчики. Ракета ОТРК «Искандер» поражает французские САУ. Ну и разведка и корректировка рулит. Источник Поддубный",2024-03-10 20:17:49+00:00,faceofwar/38519,faceofwar,38519
2201,Private,🪖 Разом выложим еще 2 рабочих инструмента наших читателей. Данные виды вооружения были любезно переданы нам оппонентами. Свои инструменты присылайте сюда: @bols_076 Архангел Спецназа. Подписаться.,2024-01-25 11:33:12+00:00,rusich_army/12856,rusich_army,12856
2202,Private,"❗️KI: на Украине намерены запретить русский жестовой язык Украинские власти намерены бороться с русским языком жестов, сообщили киевские СМИ. Так, по мнению украинских чиновников, необходимо отказаться от всего, что связано с ""русскостью"". ""Мы пытаемся избавиться от всех жестов, в которых есть хотя бы намек на русскость"", — заявила Kyiv Independent Наталья Аданюк, член экспертной комиссии Украинского общества глухих. Так, скандал разгорелся вокруг жеста ""спасибо"". Его намерены заменить на международный аналог. Жест предполагает небольшой поклон, однако, в Киеве заявили, что граждане Украины не должны ""никому кланяться"". ☑️Подписаться на Pravda",2023-11-25 09:36:03+00:00,pravdist/33590,pravdist,33590
2203,Private,"На пермском предприятии ОДК расширят производственную базу В 2024 году запланировано начало строительства новой производственно-испытательной базы ОДК-СТАР. В современном комплексе площадью 17 тысяч квадратных метров будут производить электронные агрегаты для авиационных двигателей ПД-8, ПД-14 и ПС-90А. ОДК создает новые производственные мощности в связи с кратным увеличением объемов выпуска авиационных двигателей, отметили в пресс-службе двигателестроительной корпорации.",2024-02-06 14:53:59+00:00,pvo_vks/17861,pvo_vks,17861
2204,Private,"Российские военные впервые применили модернизированные Ка-52М в зоне спецоперации Они нанесли удар по позициям ВСУ на донецком направлении. ✔️Боевой ударный вертолет способен поражать бронированную и небронированную технику, живую силу и воздушные цели на поле боя. @donbassr🇷🇺",2023-12-10 06:30:00+00:00,donbassr/52754,donbassr,52754
2205,Private,"Смекалка десантников операторов Дронов на высоте! Запорожское направление. Вот так всего за пару часов ландшафтного дизайна мы подпортили настроение противнику и нанесли определенные повреждения в инженерных коммуникациях. Это было лишь вступление. Сейчас готовимся ко второй части ""вторжения"". Одна из проблем, с которой мы столкнулись - это то, что противник прячется в обустроенных блиндажах сразу, как слышит звук дрона. Поэтому попробуем приложить немного смекалки. @DnevnikDesantnika",2024-01-23 23:10:25+00:00,Lunay14/14388,Lunay14,14388
2206,Private,❗️Экипажи танков Т-72Б3 новороссийских десантников уничтожили блиндаж с военнослужащими ВСУ на Запорожском направлении. Подписывайся на Telegram СОЛОВЬЁВ!,2024-02-21 14:28:01+00:00,SolovievLive/241710,SolovievLive,241710
2207,Private,"Владимир Путин сегодня прилетел в Свердловскую область. Первый пункт программы — НПК «Уралвагонзавод» в Нижнем Тагиле. Здесь президенту покажут боевые машины, готовые к отправке в войска вооруженных сил РФ. Видео: Павел Зарубин",2024-02-15 15:00:21+00:00,vzglyad_ru/94392,vzglyad_ru,94392
2208,Private,"В послании Федеральному собранию президент Владимир Путин подтвердил применение в рамках Специальной военной операции гиперзвукового комплекса ""Циркон"". Ранее мы публиковали видео собранных обломков этого изделия, где видна маркировка 3М22, соответствующая новейшей российской ракете.",2024-02-29 09:31:42+00:00,oboronka_channel/6686,oboronka_channel,6686
2209,Private,"Американские высокоточные ракеты M982 Excalibur не способны выстоять против российских систем радиоэлектронной борьбы (РЭБ) «Поле-21». Это признал доцент кафедры Системной инженерии Военной академии США «Вест-Пойнт» Викрам Миттал, передает Forbes. «Российская система глушит GPS-сигналы, необходимые для запускаемых украинцами снарядов Excalibur. В результате снаряды отклоняются от намеченного курса и не поражают цель», — объясняется в статье. @netlenkanet",2023-11-20 07:55:56+00:00,netlenkanet/17695,netlenkanet,17695
2210,Private,❗️Появились новые видео с места падения российского ИЛ-76. А че так много дырок? Зенитка? 🤔 ТРУХА⚡️Україна | Надіслати новину,2024-01-24 15:41:51+00:00,truexanewsua/86248,truexanewsua,86248
2211,Private,"Специалисты ремонтного батальона ЗВО восстанавливают, ремонтируют и модернизируют военную технику на Купянском направлении ""Наша работа заключается в том, чтобы в кратчайшие сроки поставить технику в строй так, чтобы она вернулась на фронт"", — рассказал старший мастер по ремонту агрегатов с позывным ""Саратов"". По его словам, когда он только начал выполнять задачи в зоне СВО, было сложно, но старшие сослуживцы помогли и все объяснили. Кадры: МО РФ 😎 Подписаться на IZ.RU",2023-12-03 02:45:20+00:00,izvestia/154061,izvestia,154061
2212,Private,Будни разведчиков армейского спецназа России в зоне СВО. Видео от нашего читателя. КСпН,2024-02-29 19:43:46+00:00,okspn/29713,okspn,29713
2213,Private,"Модульная аппаратура передачи данных (управление, мониторинг и полезная нагрузка), разработанная для БПЛА класса MALE специалистами АО ""НПК ""ВТиСС"". На фото - изделия 2022 года выпуска. #авионика #связь @uav_tech",2023-11-19 12:25:09+00:00,uav_tech/22938,uav_tech,22938
2214,Private,"💪🏻 Российский солдат уничтожил дрон ВСУ…палкой! Полное видео — в канале KP.RU, подписывайтесь",2024-02-06 14:30:55+00:00,voenacher/60469,voenacher,60469
2215,Private,В подразделения ВС РФ на запорожском направлении поступили модернизированные танки Т-80БВМ. Военный Осведомитель,2024-01-05 07:50:24+00:00,milinfolive/113827,milinfolive,113827
2216,Private,"🐷Уничтожение американской гаубицы. Любите ли Вы американское оружие? Нет? Вы просто не умеете их правильно жарить, а вот мистер Ланцет умеет. Иксоводы устраивают натуральный чубацид артиллерии хохла, Ланцет стал пожалуй самым грозным оружием контрбатарейной борьбы, да что там контрбатарейной, иной раз и самолёты отхватывают. Zala - красавцы, лучшие в своем деле. ✈️ НгП раZVедка 🦇",2023-12-14 11:36:16+00:00,swodki/330193,swodki,330193
2217,Private,"Российские военные подбили там же на авдеевском направлении инженерную машину разминирования на базе американского танка – М1150 ABV, сообщает @Topaz_Penetrator @anna_news",2024-03-03 14:53:21+00:00,anna_news/62949,anna_news,62949
2218,Private,"Текущий баланс солдатской карты на 👆фото, видео скринов ваших переводов выложено в 👇комментариях к посту. Все те, кто сейчас на фронте – единственный надёжный союзник России. А все те, кто его поддерживают – единственный надёжный тыл. Армия тыла, безмерное вам спасибо за то, что помогаете армии фронта идти к Победе! «Люби добро, и тогда ты будешь необходимо полезен своему отечеству, не думая и не стараясь быть ему полезным». В.Г. Белинский Спасибо за добро, ЧБКашники! Вместе – победим✊ #тыл_фронту",2024-03-14 19:16:44+00:00,kaspiyskyberet/12568,kaspiyskyberet,12568
2219,Private,"Величко Л.И. Работа над текстом на уроках русского языка : Пособие для учителя. - М. : Просвещение, 1983 Скачать книгу: https://t.me/sovuche/6911 Распечатать книгу: @Sovuche_admin Полное описание: https://vk.com/sovuche?w=wall-94378522_21700 . - 128 с.Советская школа должна выпускать всесторонне грамотных людей, свободно владеющих навыками письменной речи. Известно в то же время, что письменная речь выпускников средней школы не вполне соответствует этому требованию. Это объясняется тем, что школьный курс грамматики ранее ограничивался изучением синтаксиса изолированного предложения, закономерности же контекстной речи, выходящие за пределы отдельных предложений, познавались учащимися стихийно. Как в начальном, так и в среднем звене школы детей учили строить предложения, но не показывали; как их следует соединять друг. с другом. В лучшем случае, разбирая ошибки контекстной письменной речи, допущенные в изложениях и сочинениях, обращали внимание школьников на отсутствие логической связи между предложениями...",2024-02-14 16:15:10+00:00,sovuche/6912,sovuche,6912
2220,Private,"🪂Тренировки на полигоне в зоне СВО обязательная необходимость. Несмотря на получаемый опыт военной службы в ходе боевых действий, мы зачастую сталкиваемся с недостаточной подготовкой мобилизованных бойцов. Решение данной проблемы-оборудование полигонов в зоне СВО и передача опыта новым бойцам от опытных военных с первого края. Тут важна отработка и по ростовым мишеням, работа боевыми двойками – тройками, одномоментное использование дронов и так далее. Важно прорабатывать все моменты и готовить бойцов как новых, так и совершенствовать навыки уже опытных, это позволяет минимизировать потери с нашей стороны и эффективнее уничтожать врага. Дневник Десантника 🇷🇺 Подписаться",2024-02-07 12:58:01+00:00,DnevnikDesantnika/7112,DnevnikDesantnika,7112
2221,Private,"🪖 Разведкомплексы Ростеха помогают военным в зоне СВО распознавать цели противника «на слух». На этих кадрах Минобороны продемонстрирована работа комплекса звукотепловой артразведки «Пенициллин», созданного НИИ «Вектор» дочернего холдинга «Росэлектроника». Техника предназначена для поиска огневых позиций артиллерийских орудий, минометов, реактивных систем залпового огня и стартовых позиций зенитных и тактических ракет. Вместе с поиском «Пенициллин» может одновременно корректировать стрельбу своей артиллерии. Система принимает и обрабатывает акустические сигналы от выстрелов (разрывов) и выдает информацию о месте разрыва боеприпаса, точности попадания, а также сообщает местоположение орудий. Время получения координат одиночной цели не превышает пяти секунд. Таким образом, буквально после начала атаки позиция противника обнаруживается, и российская артиллерия может открыть ответный огонь. @rostecru",2024-01-15 08:24:16+00:00,rostecru/6971,rostecru,6971
2222,Private,"🔴Война дронов. Будущее уже здесь. Распространённость малоразмерных дронов позволяет видеть редкие кадры: коптер-разведчик наблюдает за работой коптера-бомбардировщика, наносящего точечные и точные удары по окопам противника. А помните, как в самом начале пути, ретрограды убеждали нас, что все старания по оснащению пехоты коптерами, хотя бы на уровне взвода - это фантазии и пустая трата времени, а сами коммерческие дроны это игрушки? ✈️ НгП раZVедка 🦇",2023-10-05 07:14:07+00:00,pyospzdc/2100,pyospzdc,2100
2223,Private,"В последнее время дроны-камикадзе противника летают стаями на передовой. Они представляют серьезную угрозу для бойцов и техники. Но у них есть недостатки. Такие дроны не могут работать ночью, потому что у них нет приборов ночного видения (слишком дорого для одноразового дрона). А днём их научились отстреливать наши стрелки. Видео такой работы появилось в одном из телеграм-каналов. Пехотинец в белом масхалате стреляет из автомата по дронам-камикадзе. Один из дронов стремительно приближается. Боец делает обманное движение, потом бросается на землю. Дрон промахивается и взрывается в нескольких метрах. Боец поднимается на ноги и как ни в чём не бывало уходит прочь. За кадром слышны восхищенные крики операторов БПЛА, случайно заснявших эту сцену – «Ааа, братан, у тебя алмазные [нервы]!!!» Ролик завирусился, набрал сотни тысяч просмотров, попал на все телеканалы. Журналистам удалось найти героя этого сюжета. -- Заметка и видео со встречи с Бабаем: https://www.kp.ru/daily/27559.5/4883378/",2024-01-26 09:26:38+00:00,reporter_shturmovik/431,reporter_shturmovik,431
2224,Private,"Уничтожение танка противника ""Ланцетом"". Объективный контроль с Мавика. Запорожское направление @russian_airborne",2024-01-26 15:14:02+00:00,Lunay14/14473,Lunay14,14473
2225,Private,"РИА Новости рассказали о редких видах украинских дронов, попавших в руки к специалистам Вооружённых сил России на запорожском направлении. Специалисты подразделения БПЛА рассказали об особенностях тактики ВСУ в плане использования дронов.",2024-02-14 05:18:26+00:00,fpvcovenant/59,fpvcovenant,59
2226,Private,"Ликбез. Ручные гранаты, наставление. Добавляйте в избранное, изучайте 🤙 См. комментарии. #ликбез",2023-11-20 07:48:03+00:00,rosgvardeez/6268,rosgvardeez,6268
2227,Private,"⚡️ Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции (по состоянию на 30 октября 2023 г.) Часть 2 ▫️ На Запорожском направлении подразделения российской группировки войск при поддержке авиации, огня артиллерии и тяжелых огнеметных систем отразили атаку штурмовой группы 65-й механизированной бригады ВСУ в районе населенного пункта Работино Запорожской области. Потери противника составили до 220-ти военнослужащих убитыми и ранеными, два танка, в том числе «Leopard» производства ФРГ, две боевые бронированные машины и три пикапа. Кроме того, в ходе контрбатарейной борьбы поражены: две артиллерийские системы М777 производства США, самоходная артиллерийская установка «Krab» польского производства, а также гаубица «Мста-Б». ▫️ На Херсонском направлении в результате огневого поражения за сутки уничтожено до 70-ти военнослужащих, три автомобиля. Поражены: гаубицы «Мста-Б» и Д-20, а также пушка «Гиацинт-Б». Оперативно-тактической и армейской авиацией, беспилотными летательными аппаратами, ракетными войсками и артиллерией группировок войск Вооруженных Сил Российской Федерации нанесено поражение живой силе и военной технике ВСУ в 128-ми районах. Кроме того, в районе населенного пункта Дубиевка Черкасской области уничтожен арсенал авиационных средств поражения ВСУ. В районах населенных пунктов Степовая Новоселовка Харьковской области, Серебрянка Донецкой Народной Республики и Лепетиха Николаевской области поражены пункты управления 43-й, 67-й механизированных бригад, 35-й бригады морской пехоты и 31-й бригады оперативного назначения. Средствами противовоздушной обороны перехвачены два реактивных снаряда HIMARS. Также уничтожены 39 беспилотных летательных аппаратов в районах населенных пунктов Ольшана Харьковской области, Кременная, Золотаревка, Нырково, Белогоровка Луганской Народной Республики, Старомлыновка, Новолуганское, Верхнеторецкое Донецкой Народной Республики, Чапаевка, Очеретоватое Запорожской области, Крынки, Пролетарка Херсонской области. 📊 Всего с начала проведения специальной военной операции уничтожено: 517 самолетов, 253 вертолета, 8431 беспилотный летательный аппарат, 441 зенитный ракетный комплекс, 13019 танков и других боевых бронированных машин, 1170 боевых машин реактивных систем залпового огня, 6913 орудий полевой артиллерии и минометов, а также 14776 единиц специальной военной автомобильной техники.",2023-10-30 11:26:19+00:00,Ukr_G_M/27909,Ukr_G_M,27909
2228,Private,"Комментарии по выбору ДТК ЗТ на фоне свежего изделия от компании ""Гексагон"". #pandadialog #pandavideo",2024-01-27 14:49:21+00:00,bigbattlepanda/9834,bigbattlepanda,9834
2229,Private,"⭐️⭐️⭐️Ровно год назад, 10 января 2023 года, бойцы ЧВК ""Вагнер"" освободили Соледар. Операцией руководил командир «Лотос» ⚪️⚪️⚪️⚪️⚪️⭐️👍👌✌",2024-01-10 15:05:05+00:00,olegsepar/105611,olegsepar,105611
2230,Private,"Почитал взгляды современных специалистов на будущее танков. Много слов про гибридные силовые установки, электромагнитные пушки, управляемую гидропневматическую подвеску, «многослойную» защиту и т.д. Однако все это относится к периоду после 2040 года. А что сейчас происходит на поле боя? Чем отличаются танки 1946 года от современных? По сути двумя вещами: динамической защитой (ДЗ) и комплексами активной защиты (КАЗ). Если динамической защитой укомплектовывают танки, изначально для этого не предназначенные (например «Леопард 2А4»), значит толк от нее есть. Сейчас известно о динамической защите четвертого поколения «Малахит». В войсках используется ДЗ третьего поколения «Реликт». КАЗ известен давно, в 1983 году КАЗ «Дрозд» серийно устанавливался на танки Т-55АД. После этого появились «Дрозд-2», «Арена», «Афганит». Что интересно, ни один вариант КАЗ на наши танки не устанавливается. Казалось бы, считай идеальные условия для испытания в реальном бою самых современных КАЗ. Танки используются одиночно, в отсутствие взаимодействия с пехотой, по ним не ведут огонь свои войска. Но нет, видимо некому дать команду.",2023-09-16 08:09:23+00:00,Viktor_Murakhovskiy/513,Viktor_Murakhovskiy,513
2231,Private,"Удары FPV-дронов ВТ-40 по шведскому танку Stridsvagn 122, двум украинским машинам и двум бронеавтомобилям, один из которых американский M1124 MaxxPro. Видео: @sudoplatov_official Военный Осведомитель",2023-11-20 09:23:32+00:00,brussinf/6779,brussinf,6779
2232,Private,Кадры боевой работы российских штурмовиков Су-25 по украинским позициям в зоне проведения специальной военной операции. #СВО @new_militarycolumnist,2024-02-17 07:31:03+00:00,new_militarycolumnist/128430,new_militarycolumnist,128430
2233,Private,"Lobaev Arm разрабатывает новую облегченную снайперскую винтовку🇷🇺⭐ Оружие сменных калибров 308 win (7,62 х 51), которое сможет работать в режиме автоматического огня, создается для замены LAR-10 ""Счётчик"". Особенностью новой винтовки будет смена личинки для использования в качестве снайперской или штурмовой. ""...Сегодня мы ведём разработку новой самозарядной винтовки на смену ""Смершу"" и ""Счётчику"". Принципиальное отличие от вышеупомянутых винтовок заключается в том, что винтовка калибра 308 win (7,62 х 51) будет в малогабаритных характеристиках автомата. Это будет лёгкая винтовка весом 3,6 килограмма, то есть на килограмм легче, чем ""Счётчик"" и зарубежные винтовки данного калибра..."", - рассказал Владислав Лобаев. Выпуск первой опытной партии планируется на февраль - март 2024 года. Она будет отправлена в зону СВО для опытной эксплуатации.",2023-12-13 06:47:53+00:00,kapterkarus/3661,kapterkarus,3661
